canonical_venue,month,temp_c_mean,precip_mm_daily_mean,windmax_kmh_mean,rh_pct_mean,source,period
"Arun Jaitley Stadium, Delhi",2,16.78,0.82,14.93,68.8,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",3,22.08,0.99,16.72,57.7,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",4,28.77,0.33,18.41,36.3,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",5,31.89,1.02,19.03,39.3,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",6,32.91,2.12,18.00,52.1,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",7,29.83,7.88,15.32,77.3,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",8,28.97,5.19,15.03,80.1,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",9,28.30,4.13,14.43,76.4,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",10,25.39,0.58,12.40,63.6,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",11,20.23,0.20,12.13,64.5,open-meteo-archive,2015-01-01..2024-12-31
"Arun Jaitley Stadium, Delhi",12,14.76,0.22,11.65,71.2,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",1,4.28,1.71,25.27,87.2,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",2,5.28,1.97,27.03,83.1,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",3,6.44,2.09,25.54,80.5,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",4,8.27,1.49,21.88,75.8,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",5,11.98,2.11,21.10,75.8,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",6,15.15,2.25,20.64,74.9,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",7,17.10,2.30,21.06,73.1,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",8,16.78,2.08,21.63,75.2,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",9,14.35,2.23,21.52,79.6,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",10,11.12,2.26,23.83,84.4,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",11,7.31,2.09,23.93,87.7,open-meteo-archive,2015-01-01..2024-12-31
"Grace Road, Leicester",12,6.02,2.24,25.18,89.4,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",1,4.86,2.13,23.89,86.4,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",2,6.03,2.04,25.42,82.0,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",3,7.22,2.07,23.87,80.1,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",4,8.98,1.58,20.27,76.1,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",5,12.55,1.91,19.58,77.1,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",6,15.91,1.85,19.37,75.9,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",7,18.01,1.79,20.15,73.1,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",8,17.91,2.31,19.74,76.3,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",9,15.55,1.99,20.02,78.9,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",10,12.42,2.43,22.18,83.6,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",11,8.38,2.49,23.09,86.5,open-meteo-archive,2015-01-01..2024-12-31
"St Lawrence Ground, Canterbury",12,6.87,2.43,24.19,88.3,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",1,5.39,2.17,24.29,86.6,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",2,6.09,2.23,26.65,83.5,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",3,7.03,2.60,25.06,82.0,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",4,8.91,1.56,20.69,77.2,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",5,12.22,2.35,20.27,77.5,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",6,15.35,2.15,19.77,76.4,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",7,17.06,1.86,20.39,75.6,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",8,16.74,2.36,20.68,78.8,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",9,14.71,2.33,20.85,81.2,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",10,11.83,2.92,22.61,84.7,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",11,8.53,2.62,23.78,86.6,open-meteo-archive,2015-01-01..2024-12-31
"The Cooper Associates County Ground, Taunton",12,7.33,2.71,25.38,88.1,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",1,4.75,1.79,22.39,86.4,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",2,5.74,2.05,24.49,82.1,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",3,6.88,2.21,23.34,79.7,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",4,8.85,1.50,19.91,74.6,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",5,12.50,2.12,19.42,74.5,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",6,15.69,2.28,19.26,73.4,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",7,17.50,2.05,19.55,72.1,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",8,17.10,2.06,19.94,74.6,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",9,14.77,2.34,20.00,78.5,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",10,11.53,2.64,21.33,83.4,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",11,7.81,2.40,21.84,86.7,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, New Road, Worcester",12,6.54,2.49,22.73,88.3,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",1,20.58,0.48,26.47,70.7,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",2,20.39,0.34,25.19,70.8,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",3,18.87,0.94,23.13,74.9,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",4,17.00,1.07,21.05,74.6,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",5,14.99,1.90,18.12,79.9,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",6,13.42,4.14,21.27,78.9,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",7,12.43,3.66,20.11,78.5,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",8,12.59,2.64,20.51,78.6,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",9,13.76,1.65,21.79,76.2,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",10,16.21,1.14,23.42,72.3,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",11,17.39,0.77,24.34,70.4,open-meteo-archive,2015-01-01..2024-12-31
"Newlands, Cape Town",12,19.03,0.90,24.66,71.1,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,22.00,0.20,12.04,59.0,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,24.48,0.08,13.50,48.6,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,27.85,0.34,13.73,44.0,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4,30.27,0.61,14.63,44.5,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",5,31.34,0.87,16.57,47.0,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6,28.04,4.61,20.66,67.6,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7,25.90,6.88,23.32,77.0,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",8,25.59,5.20,21.53,78.0,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",9,25.27,6.16,16.91,81.0,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",10,25.06,2.67,13.10,72.4,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",11,23.78,0.52,12.75,63.9,open-meteo-archive,2015-01-01..2024-12-31
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",12,22.24,0.36,12.17,63.4,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,24.70,4.22,17.16,76.6,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,24.36,6.25,17.74,76.6,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,23.38,4.82,15.98,79.8,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,20.54,1.97,15.45,76.4,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",5,17.74,2.20,14.51,75.0,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",6,15.39,1.43,15.02,74.1,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",7,14.84,1.24,15.34,72.5,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",8,16.22,1.01,15.56,69.0,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",9,18.37,1.61,17.56,69.6,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",10,20.47,3.64,17.55,73.9,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",11,22.44,3.35,17.99,71.6,open-meteo-archive,2015-01-01..2024-12-31
"Brisbane Cricket Ground, Woolloongabba, Brisbane",12,23.99,3.76,17.61,74.4,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",1,20.52,2.32,23.36,65.9,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",2,19.77,1.11,22.84,65.6,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",3,18.46,1.22,21.83,67.2,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",4,15.17,2.18,19.94,72.4,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",5,12.11,2.00,20.93,76.9,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",6,9.84,1.99,19.76,81.3,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",7,9.48,1.82,23.19,79.0,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",8,10.37,1.90,22.97,76.0,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",9,12.06,2.25,24.05,72.5,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",10,14.47,2.58,24.16,69.5,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",11,16.60,2.72,23.30,68.0,open-meteo-archive,2015-01-01..2024-12-31
"Docklands Stadium, Melbourne",12,18.74,2.13,23.36,64.8,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",1,17.50,1.78,24.51,70.6,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",2,17.18,1.99,23.92,70.0,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",3,15.28,1.65,22.95,73.9,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",4,12.54,1.87,21.21,76.8,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",5,10.07,1.81,20.06,80.2,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",6,7.68,1.89,19.58,84.3,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",7,6.76,2.54,20.56,82.8,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",8,7.68,1.54,20.17,80.0,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",9,9.54,1.68,23.21,75.7,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",10,11.74,1.86,23.97,73.4,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",11,13.96,2.22,23.79,71.7,open-meteo-archive,2015-01-01..2024-12-31
"Hagley Oval, Christchurch",12,16.08,2.37,24.01,70.0,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",1,4.69,1.98,23.27,86.4,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",2,5.84,1.91,25.20,82.2,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",3,7.22,1.96,24.08,79.0,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",4,9.22,1.40,20.64,73.3,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",5,12.88,1.87,20.47,73.4,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",6,16.30,1.99,19.92,72.1,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",7,18.23,2.00,20.21,70.4,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",8,17.87,1.95,20.18,73.8,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",9,15.41,2.06,20.06,77.3,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",10,12.01,2.53,21.82,83.3,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",11,8.06,2.23,21.97,86.3,open-meteo-archive,2015-01-01..2024-12-31
"Lord's, London",12,6.70,2.23,22.88,88.3,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",1,21.56,0.96,29.47,77.2,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",2,21.41,1.21,28.53,77.7,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",3,20.67,1.38,27.64,78.4,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",4,18.56,1.26,26.13,77.5,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",5,17.43,1.18,24.55,74.2,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",6,15.95,1.24,26.16,67.8,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",7,15.06,1.09,26.63,67.1,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",8,15.22,1.33,28.06,70.2,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",9,16.14,1.54,29.50,73.7,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",10,17.46,1.55,30.25,75.5,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",11,18.49,1.40,29.46,74.8,open-meteo-archive,2015-01-01..2024-12-31
"St George's Park, Port Elizabeth",12,20.34,1.19,29.39,75.5,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",1,20.20,3.81,17.35,65.8,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",2,19.93,3.58,16.98,67.6,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",3,18.83,1.89,16.12,64.4,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",4,16.03,1.71,16.32,63.9,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",5,13.58,0.53,15.52,53.8,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",6,10.55,0.23,16.87,50.8,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",7,10.49,0.12,17.52,45.4,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",8,13.73,0.08,19.52,40.1,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",9,17.43,0.40,20.64,39.6,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",10,19.02,1.26,20.75,46.5,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",11,19.75,2.55,20.67,55.4,open-meteo-archive,2015-01-01..2024-12-31
"New Wanderers Stadium, Johannesburg",12,20.37,3.39,18.56,64.3,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",1,26.41,0.82,13.51,67.3,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",2,27.23,1.29,14.58,69.4,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",3,28.87,1.93,15.43,74.0,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",4,29.78,2.94,15.27,73.0,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",5,29.56,5.43,14.83,76.5,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",6,28.86,4.75,15.88,77.6,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",7,28.18,7.28,15.93,80.0,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",8,28.02,6.83,15.64,81.0,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",9,27.43,11.57,13.18,84.2,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",10,27.05,8.19,12.00,83.2,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",11,27.07,2.30,13.45,74.7,open-meteo-archive,2015-01-01..2024-12-31
"Terdthai Cricket Ground, Bangkok",12,26.18,0.50,13.89,65.9,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",1,19.74,0.04,13.60,54.1,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",2,23.20,0.00,13.67,42.5,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",3,27.54,0.20,14.34,34.2,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",4,31.87,0.09,15.77,32.8,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",5,33.94,0.33,18.46,41.5,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",6,32.36,2.88,19.89,59.7,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",7,28.79,13.95,18.54,78.5,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",8,27.66,9.45,16.89,81.7,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",9,27.89,5.63,13.92,79.1,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",10,27.86,1.01,11.50,59.3,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",11,24.90,0.23,12.44,49.6,open-meteo-archive,2015-01-01..2024-12-31
"Narendra Modi Stadium, Ahmedabad",12,21.23,0.11,13.93,52.5,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",1,17.61,1.29,33.30,78.4,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",2,17.48,2.85,33.81,77.8,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",3,16.29,2.48,32.16,78.4,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",4,14.73,3.06,32.69,78.6,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",5,13.26,3.21,32.90,78.5,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",6,11.52,3.38,31.53,79.4,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",7,10.61,3.41,33.30,78.0,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",8,10.67,3.37,33.35,79.0,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",9,11.35,2.97,36.21,78.2,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",10,12.67,2.40,35.13,78.9,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",11,14.26,2.89,35.66,79.3,open-meteo-archive,2015-01-01..2024-12-31
"Basin Reserve, Wellington",12,16.02,2.55,34.49,79.9,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,22.86,0.28,16.33,76.2,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,24.62,0.20,18.41,73.7,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",3,27.33,0.41,20.98,72.9,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4,29.41,0.27,24.02,74.0,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",5,30.34,1.76,23.48,75.6,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",6,29.68,4.72,22.28,77.7,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7,28.37,7.56,21.89,80.4,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8,28.26,7.27,20.30,81.0,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",9,27.73,8.46,17.72,84.6,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",10,27.26,4.18,14.64,80.3,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",11,25.46,3.54,17.71,74.8,open-meteo-archive,2015-01-01..2024-12-31
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",12,23.46,2.55,16.66,75.9,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",1,22.47,2.47,17.48,60.1,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",2,21.86,2.74,16.68,63.2,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",3,20.57,1.61,15.95,60.7,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",4,17.10,1.63,15.33,63.5,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",5,14.03,0.60,13.94,55.5,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",6,10.59,0.27,14.87,53.9,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",7,10.48,0.17,15.64,46.8,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",8,14.40,0.09,18.37,37.3,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",9,18.81,0.39,20.30,34.4,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",10,21.04,1.17,20.62,39.0,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",11,21.96,2.02,21.29,47.8,open-meteo-archive,2015-01-01..2024-12-31
"Senwes Park, Potchefstroom",12,22.69,3.27,20.17,56.7,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",1,19.54,2.32,18.72,74.8,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2,21.04,2.38,19.29,75.2,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",3,22.50,2.11,19.92,70.3,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",4,24.07,3.42,19.73,71.6,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",5,25.41,5.33,18.44,75.0,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",6,26.51,8.97,14.63,82.6,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",7,27.39,6.60,13.90,82.0,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",8,27.39,8.60,14.85,82.9,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",9,26.66,9.01,15.11,83.9,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",10,25.26,5.36,17.88,80.2,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",11,23.06,3.04,17.58,78.4,open-meteo-archive,2015-01-01..2024-12-31
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",12,21.10,2.76,17.50,78.5,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",1,19.51,2.72,22.45,75.1,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",2,19.59,3.03,21.25,74.4,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",3,17.68,2.72,20.54,76.8,open-meteo-archive,2015-01-01..2024-12-31
