price_name,team,role_category,is_overseas,price_cr,price_norm,total_WAR,roi_basic,xWAR_price_only,vope_simple,xWAR_market_adj,vomam_score
Rovman Powell,Kolkata Knight Riders,unknown,1,1.5,1.25,-0.0400729112903382,-0.03205832903227056,0.1757679390204665,-0.2158408503108047,0.17876920661987528,-0.21884211791021346
Nathan Ellis,Chennai Super Kings,unknown,1,2.0,1.6666666666666667,-0.0211701301951006,-0.01270207811706036,0.20659361851243244,-0.22776374870753305,0.20025259491816594,-0.22142272511326655
Yudhvir Singh,Rajasthan Royals,unknown,0,0.35,0.29166666666666663,-0.0812649866405143,-0.2786228113389062,0.10262639945512582,-0.18389138609564012,0.14868213043935333,-0.22994711707986765
Reece Topley,Mumbai Indians,unknown,1,0.75,0.625,-0.0900975979294224,-0.14415615668707585,0.12842147673221177,-0.21851907466163417,0.14654412417243928,-0.23664172210186168
Musheer Khan,Punjab Kings,unknown,0,0.3,0.25,-0.0929067578916342,-0.3716270315665368,0.09937542416228275,-0.19228218205391695,0.14653379160952426,-0.23944054950115845
Jamie Overton,Chennai Super Kings,unknown,1,1.5,1.25,-0.063503782404813,-0.0508030259238504,0.1757679390204665,-0.2392717214252795,0.17876920661987528,-0.24227298902468827
Rahul Tripathi,Chennai Super Kings,unknown,0,3.4,2.833333333333333,0.0312369608579569,0.011024809714573026,0.2897619173418693,-0.2585249564839124,0.2797307990589263,-0.24849383820096937
Ramandeep Singh,Kolkata Knight Riders,unknown,0,4.0,3.3333333333333335,0.054849845599073,0.016454953679721898,0.32398730687866506,-0.26913746127959204,0.30551086501687513,-0.2506610194178021
Sherfane Rutherford,Gujarat Titans,unknown,1,2.6,2.166666666666667,-0.0336503461406892,-0.015530928988010399,0.2428044419953763,-0.2764547881360655,0.22603266087611473,-0.2596830070168039
Nitish Kumar Reddy,Sunrisers Hyderabad,unknown,0,6.0,5.0,0.1280289948349649,0.02560579896699298,0.4319265478822879,-0.303897553047323,0.3914444182100377,-0.26341542337507284
Deepak Hooda,Chennai Super Kings,unknown,0,1.7,1.4166666666666665,-0.0595605949659958,-0.04204277291717351,0.18816911917247245,-0.24772971413846825,0.2066872788447381,-0.2662478738107339
Rahul Chahar,Sunrisers Hyderabad,unknown,0,3.2,2.666666666666667,0.0041482956942305,0.0015556108853364374,0.2781643652156852,-0.27401606952145474,0.2711374437396101,-0.2669891480453796
Bhuvneshwar Kumar,Royal Challengers Bengaluru,unknown,0,10.75,8.958333333333334,0.3195812211400781,0.03567418282493895,0.6503905929454323,-0.33080937180535425,0.595536607043799,-0.2759553859037209
Suryansh Shedge,Punjab Kings,unknown,0,0.3,0.25,-0.1309883512049167,-0.5239534048196668,0.09937542416228275,-0.23036377536719943,0.14653379160952426,-0.277522142814441
Mohsin Khan,Lucknow Super Giants,unknown,1,4.0,3.3333333333333335,0.0,0.0,0.32398730687866506,-0.32398730687866506,0.2861861481113286,-0.2861861481113286
Mukesh Choudhary,Chennai Super Kings,unknown,0,0.3,0.25,-0.1416376544468,-0.5665506177872,0.09937542416228275,-0.24101307860908272,0.14653379160952426,-0.2881714460563243
Adam Zampa,Sunrisers Hyderabad,unknown,1,2.4,2.0,-0.0902564346774791,-0.04512821733873955,0.23082871197468774,-0.3210851466521668,0.21743930555679844,-0.30769574023427754
Liam Livingstone,Royal Challengers Bengaluru,unknown,1,8.75,7.291666666666667,0.1791497184307815,0.024569104241935747,0.5649056644280079,-0.3857559459972264,0.49027833694508977,-0.3111286185143083
Spencer Johnson,Kolkata Knight Riders,unknown,1,2.8,2.333333333333333,-0.0791035421380038,-0.03390151805914449,0.2546856275424386,-0.3337891696804424,0.23462601619543094,-0.31372955833343474
Andre Russell,Kolkata Knight Riders,unknown,1,12.0,10.0,0.2990868348277878,0.02990868348277878,0.6990175867174975,-0.39993075188970967,0.6299203608839791,-0.33083352605619126
Karim Janat,Gujarat Titans,unknown,1,0.75,0.625,-0.1925710463022468,-0.3081136740835949,0.12842147673221177,-0.3209925230344586,0.14654412417243928,-0.3391151704746861
Sanju Samson,Rajasthan Royals,unknown,0,18.0,15.0,0.5651136380138746,0.03767424253425831,0.8810185992892188,-0.3159049612753442,0.9070457373690135,-0.3419320993551389
Abhinav Manohar,Sunrisers Hyderabad,unknown,0,3.2,2.666666666666667,-0.0834922425052001,-0.03130959093945003,0.2781643652156852,-0.3616566077208853,0.2711374437396101,-0.35462968624481017
Rashid Khan,Gujarat Titans,unknown,1,18.0,15.0,0.5161962579260365,0.03441308386173577,0.8810185992892188,-0.36482234136318226,0.8877210204634669,-0.3715247625374304
Shimron Hetmyer,Rajasthan Royals,unknown,1,11.0,9.166666666666666,0.1976615176824394,0.021563074656266116,0.6604114431799271,-0.46274992549748767,0.5869535842873976,-0.38929206660495824
Anrich Nortje,Kolkata Knight Riders,unknown,1,6.5,5.416666666666667,-0.0103826482151646,-0.001916796593568849,0.45743410073278584,-0.46781674894795044,0.39360308960278184,-0.40398573781794644
Ravichandran Ashwin,Chennai Super Kings,unknown,0,9.75,8.125,0.1274165905298216,0.01568204191136266,0.6088299346070465,-0.4814133440772249,0.5525698304472176,-0.42515323991739606
Khaleel Ahmed,Chennai Super Kings,unknown,0,4.8,4.0,-0.0942446114256589,-0.023561152856414726,0.3682975369636274,-0.4625421483892863,0.33988428629414014,-0.434128897719799
Akash Deep,Lucknow Super Giants,unknown,0,8.0,6.666666666666667,0.0246761528605946,0.0037014229290891895,0.5304113415233008,-0.5057351886627063,0.4773779714032004,-0.45270181854260577
Simarjeet Singh,Sunrisers Hyderabad,unknown,0,1.5,1.25,-0.2740342885713067,-0.21922743085704535,0.1757679390204665,-0.4498022275917732,0.19809392352542182,-0.4721282120967285
David Miller,Lucknow Super Giants,unknown,1,7.5,6.25,-0.0446883820336662,-0.007150141125386592,0.5066764975532922,-0.5513648795869585,0.4365698661993631,-0.4812582482330293
Ruturaj Gaikwad,Chennai Super Kings,unknown,0,18.0,15.0,0.3812044056693703,0.025413627044624687,0.8810185992892188,-0.49981419361984847,0.9070457373690135,-0.5258413316996432
Fazalhaq Farooqi,Rajasthan Royals,unknown,1,2.0,1.6666666666666667,-0.3473580832411747,-0.2084148499447048,0.20659361851243244,-0.5539517017536071,0.20025259491816594,-0.5476106781593406
Jake Fraser-McGurk,Delhi Capitals,unknown,1,9.0,7.5,-0.0525572427573088,-0.007007632367641173,0.5761083205828288,-0.6286655633401376,0.5010200310942351,-0.5535772738515439
Kagiso Rabada,Gujarat Titans,unknown,1,10.75,8.958333333333334,-0.0236562740339667,-0.0026407003572800035,0.6503905929454323,-0.6740468669793991,0.5762118901382525,-0.5998681641722192
T Natarajan,Delhi Capitals,unknown,0,10.75,8.958333333333334,-0.0417403882691899,-0.004659392178886315,0.6503905929454323,-0.6921309812146222,0.595536607043799,-0.6372769953129889
Yuzvendra Chahal,Punjab Kings,unknown,0,18.0,15.0,0.2603397900712508,0.017355986004750055,0.8810185992892188,-0.620678809217968,0.9070457373690135,-0.6467059472977628
Mayank Yadav,Lucknow Super Giants,unknown,0,11.0,9.166666666666666,-0.0503719863543038,-0.00549512578410587,0.6604114431799271,-0.7107834295342309,0.6062783011929442,-0.6566502875472481
Ravi Bishnoi,Lucknow Super Giants,unknown,0,11.0,9.166666666666666,-0.1369680543923017,-0.014941969570069278,0.6604114431799271,-0.7973794975722288,0.6062783011929442,-0.743246355585246
Mohammed Shami,Sunrisers Hyderabad,unknown,0,10.0,8.333333333333332,-0.1957652036034724,-0.023491824432416694,0.6194416878017039,-0.8152068914051763,0.5633115245963629,-0.7590767281998353
Venkatesh Iyer,Kolkata Knight Riders,unknown,0,23.75,19.791666666666664,0.1573138271551347,0.007948488108891018,0.9755904738450776,-0.8182766466899429,1.1541047027993558,-0.9967908756442212
Rishabh Pant,Lucknow Super Giants,unknown,0,27.0,22.5,0.2677124016702306,0.011898328963121358,0.9944763189027601,-0.7267639172325295,1.2937467267382454,-1.0260343250680148
