Ball calibrator: vector scaling (models/auto/d16/vector_scaling_calibrator_d16.pkl)
Loading stats provider + player metadata + model ...
StatsProvider: using SQLite backend player_stats_cache_i7.sqlite (56.7 MB)
Loading player metadata from data/all_players_enriched.csv...
  Loaded 11,256 players
  Batting: 8178 right, 1814 left, 1264 unknown
  Bowling: 6256 right, 1381 left, 3619 unknown
Loaded XGBoost v2 model with 114 features with real player stats with player metadata; venue encoder ACTIVE (373 venues)
Bowler selector: empirical
Run-out dismissal channel ACTIVE (p_runout=0.0751, nonstriker_share=0.4685)
Running prop backtest on 261 matches × 100 sims
B10 usage-aligned bowler selector ACTIVE (k_u=5.0)
  as-of corpus: /Users/aryamangupta/CricML/Match_Prediction/models/b10_usage_corpus.pkl (7433 players); min_eligible=5, min_share=0.01
  [131/261] 1501347                                                       sim_runs={'Abu Dhabi Knight Riders': 172.69, 'Gulf Giants': 155.7}  actual_runs={'Abu Dhabi Knight Riders': 179, 'Gulf Giants': 147}  (8.5s)
  [132/261] 1501895                                                       sim_runs={'South Africa': 165.78, 'Pakistan': 164.48}  actual_runs={'South Africa': 194, 'Pakistan': 139}  (8.2s)
  [133/261] 1501896                                                       sim_runs={'South Africa': 170.83, 'Pakistan': 158.49}  actual_runs={'South Africa': 110, 'Pakistan': 112}  (8.2s)
  [134/261] 1501897                                                       sim_runs={'South Africa': 173.43, 'Pakistan': 161.93}  actual_runs={'South Africa': 139, 'Pakistan': 140}  (8.3s)
  [135/261] 1502050                                                       sim_runs={'Sri Lanka': 172.67, 'Pakistan': 162.23}  actual_runs={'Sri Lanka': 128, 'Pakistan': 131}  (8.5s)
  [136/261] 1502051                                                       sim_runs={'Pakistan': 168.78, 'Zimbabwe': 162.5}  actual_runs={'Pakistan': 195, 'Zimbabwe': 126}  (8.4s)
  [137/261] 1502052                                                       sim_runs={'Zimbabwe': 171.8, 'Sri Lanka': 161.19}  actual_runs={'Zimbabwe': 146, 'Sri Lanka': 148}  (8.4s)
  [138/261] 1502053                                                       sim_runs={'Sri Lanka': 163.98, 'Pakistan': 155.04}  actual_runs={'Sri Lanka': 184, 'Pakistan': 178}  (8.3s)
B10 relaxation triggered for Bangladesh (date=2025-10-27, phase=pp, eligible=4)
  [139/261] 1505125                                                       sim_runs={'West Indies': 171.8, 'Bangladesh': 152.91}  actual_runs={'West Indies': 165, 'Bangladesh': 149}  (8.2s)
B10 relaxation triggered for Bangladesh (date=2025-10-29, phase=pp, eligible=4)
  [140/261] 1505126                                                       sim_runs={'West Indies': 167.59, 'Bangladesh': 149.14}  actual_runs={'West Indies': 149, 'Bangladesh': 135}  (8.4s)
B10 relaxation triggered for Bangladesh (date=2025-10-31, phase=pp, eligible=4)
  [141/261] 1505127                                                       sim_runs={'Bangladesh': 152.11, 'West Indies': 146.53}  actual_runs={'Bangladesh': 151, 'West Indies': 152}  (8.0s)
  [142/261] 1506014                                                       sim_runs={'Ireland': 147.87, 'Bangladesh': 142.65}  actual_runs={'Ireland': 181, 'Bangladesh': 142}  (8.2s)
  [143/261] 1506015                                                       sim_runs={'Ireland': 151.99, 'Bangladesh': 146.81}  actual_runs={'Ireland': 170, 'Bangladesh': 174}  (8.3s)
B10 relaxation triggered for Bangladesh (date=2025-12-02, phase=pp, eligible=4)
  [144/261] 1506016                                                       sim_runs={'Ireland': 163.15, 'Bangladesh': 150.39}  actual_runs={'Ireland': 117, 'Bangladesh': 119}  (8.5s)
  [145/261] 1507719                                                       sim_runs={'Sri Lanka': 178.96, 'England': 172.06}  actual_runs={'Sri Lanka': 133, 'England': 125}  (8.3s)
  [146/261] 1507720                                                       sim_runs={'Sri Lanka': 162.51, 'England': 160.88}  actual_runs={'Sri Lanka': 189, 'England': 173}  (8.1s)
  [147/261] 1507721                                                       sim_runs={'England': 192.42, 'Sri Lanka': 174.99}  actual_runs={'England': 128, 'Sri Lanka': 116}  (8.5s)
  [148/261] 1512719                                                       sim_runs={'Netherlands': 135.89, 'Pakistan': 133.74}  actual_runs={'Netherlands': 147, 'Pakistan': 148}  (7.8s)
  [149/261] 1512720                                                       sim_runs={'West Indies': 192.17, 'Scotland': 171.79}  actual_runs={'West Indies': 182, 'Scotland': 147}  (8.6s)
  [150/261] 1512721                                                       sim_runs={'India': 178.38, 'United States of America': 168.44}  actual_runs={'India': 161, 'United States of America': 132}  (8.3s)
  [151/261] 1512723                                                       sim_runs={'England': 180.98, 'Nepal': 157.88}  actual_runs={'England': 184, 'Nepal': 180}  (8.6s)
  [152/261] 1512724                                                       sim_runs={'Sri Lanka': 169.9, 'Ireland': 154.83}  actual_runs={'Sri Lanka': 163, 'Ireland': 143}  (9.2s)
  [153/261] 1512725                                                       sim_runs={'Scotland': 179.41, 'Italy': 164.37}  actual_runs={'Scotland': 207, 'Italy': 134}  (10.4s)
  [154/261] 1512726                                                       sim_runs={'Oman': 142.68, 'Zimbabwe': 135.58}  actual_runs={'Oman': 103, 'Zimbabwe': 106}  (8.0s)
  [155/261] 1512727                                                       sim_runs={'South Africa': 169.83, 'Canada': 160.63}  actual_runs={'South Africa': 213, 'Canada': 156}  (8.3s)
  [156/261] 1512728                                                       sim_runs={'Namibia': 183.31, 'Netherlands': 154.44}  actual_runs={'Namibia': 156, 'Netherlands': 159}  (8.6s)
  [157/261] 1512729                                                       sim_runs={'United Arab Emirates': 151.64, 'New Zealand': 144.11}  actual_runs={'United Arab Emirates': 173, 'New Zealand': 175}  (8.3s)
  [158/261] 1512730                                                       sim_runs={'Pakistan': 173.96, 'United States of America': 158.77}  actual_runs={'Pakistan': 190, 'United States of America': 158}  (8.3s)
  [159/261] 1512732                                                       sim_runs={'Australia': 184.75, 'Ireland': 158.57}  actual_runs={'Australia': 182, 'Ireland': 115}  (8.4s)
  [160/261] 1512733                                                       sim_runs={'West Indies': 194.32, 'England': 191.85}  actual_runs={'West Indies': 196, 'England': 166}  (8.3s)
  [161/261] 1512734                                                       sim_runs={'Sri Lanka': 175.41, 'Oman': 149.94}  actual_runs={'Sri Lanka': 225, 'Oman': 120}  (8.5s)
  [162/261] 1512735                                                       sim_runs={'Nepal': 175.55, 'Italy': 146.67}  actual_runs={'Nepal': 123, 'Italy': 124}  (8.4s)
  [163/261] 1512736                                                       sim_runs={'India': 175.58, 'Namibia': 159.27}  actual_runs={'India': 209, 'Namibia': 116}  (8.5s)
  [164/261] 1512737                                                       sim_runs={'Zimbabwe': 142.46, 'Australia': 142.89}  actual_runs={'Zimbabwe': 169, 'Australia': 146}  (7.8s)
  [165/261] 1512738                                                       sim_runs={'Canada': 169.67, 'United Arab Emirates': 134.9}  actual_runs={'Canada': 150, 'United Arab Emirates': 151}  (8.5s)
  [166/261] 1512739                                                       sim_runs={'United States of America': 167.17, 'Netherlands': 154.19}  actual_runs={'United States of America': 196, 'Netherlands': 103}  (8.4s)
  [167/261] 1512740                                                       sim_runs={'Ireland': 164.26, 'Oman': 150.17}  actual_runs={'Ireland': 235, 'Oman': 139}  (8.4s)
  [168/261] 1512741                                                       sim_runs={'Scotland': 179.7, 'England': 171.6}  actual_runs={'Scotland': 152, 'England': 155}  (8.4s)
  [169/261] 1512742                                                       sim_runs={'New Zealand': 184.98, 'South Africa': 170.78}  actual_runs={'New Zealand': 175, 'South Africa': 178}  (8.5s)
  [170/261] 1512743                                                       sim_runs={'Nepal': 169.32, 'West Indies': 156.93}  actual_runs={'Nepal': 133, 'West Indies': 134}  (8.4s)
  [171/261] 1512744                                                       sim_runs={'United States of America': 158.71, 'Namibia': 148.39}  actual_runs={'United States of America': 199, 'Namibia': 168}  (8.2s)
  [172/261] 1512745                                                       sim_runs={'India': 172.21, 'Pakistan': 163.04}  actual_runs={'India': 175, 'Pakistan': 114}  (8.5s)
  [173/261] 1512747                                                       sim_runs={'England': 186.18, 'Italy': 155.82}  actual_runs={'England': 202, 'Italy': 178}  (8.5s)
  [174/261] 1512748                                                       sim_runs={'Australia': 183.45, 'Sri Lanka': 167.25}  actual_runs={'Australia': 181, 'Sri Lanka': 184}  (8.4s)
  [175/261] 1512749                                                       sim_runs={'Canada': 180.49, 'New Zealand': 158.89}  actual_runs={'Canada': 173, 'New Zealand': 176}  (8.4s)
  [176/261] 1512751                                                       sim_runs={'Scotland': 156.26, 'Nepal': 149.15}  actual_runs={'Scotland': 170, 'Nepal': 171}  (8.4s)
  [177/261] 1512752                                                       sim_runs={'United Arab Emirates': 152.08, 'South Africa': 146.24}  actual_runs={'United Arab Emirates': 122, 'South Africa': 123}  (8.1s)
  [178/261] 1512753                                                       sim_runs={'Pakistan': 165.66, 'Namibia': 152.3}  actual_runs={'Pakistan': 199, 'Namibia': 97}  (8.3s)
  [179/261] 1512754                                                       sim_runs={'India': 177.52, 'Netherlands': 158.94}  actual_runs={'India': 193, 'Netherlands': 176}  (8.5s)
  [180/261] 1512755                                                       sim_runs={'West Indies': 183.5, 'Italy': 164.91}  actual_runs={'West Indies': 165, 'Italy': 123}  (8.5s)
  [181/261] 1512756                                                       sim_runs={'Sri Lanka': 160.92, 'Zimbabwe': 140.55}  actual_runs={'Sri Lanka': 178, 'Zimbabwe': 182}  (8.4s)
  [182/261] 1512758                                                       sim_runs={'Oman': 161.57, 'Australia': 158.96}  actual_runs={'Oman': 104, 'Australia': 108}  (8.1s)
  [183/261] 1512760                                                       sim_runs={'England': 203.16, 'Sri Lanka': 178.31}  actual_runs={'England': 146, 'Sri Lanka': 95}  (8.6s)
  [184/261] 1512761                                                       sim_runs={'South Africa': 196.33, 'India': 180.89}  actual_runs={'South Africa': 187, 'India': 111}  (8.6s)
  [185/261] 1512762                                                       sim_runs={'West Indies': 180.36, 'Zimbabwe': 158.77}  actual_runs={'West Indies': 254, 'Zimbabwe': 147}  (8.3s)
  [186/261] 1512763                                                       sim_runs={'Pakistan': 177.29, 'England': 167.98}  actual_runs={'Pakistan': 164, 'England': 166}  (8.4s)
  [187/261] 1512764                                                       sim_runs={'New Zealand': 198.01, 'Sri Lanka': 149.63}  actual_runs={'New Zealand': 168, 'Sri Lanka': 107}  (8.5s)
  [188/261] 1512765                                                       sim_runs={'West Indies': 185.8, 'South Africa': 166.08}  actual_runs={'West Indies': 176, 'South Africa': 177}  (8.5s)
  [189/261] 1512766                                                       sim_runs={'India': 169.57, 'Zimbabwe': 150.64}  actual_runs={'India': 256, 'Zimbabwe': 184}  (8.4s)
  [190/261] 1512767                                                       sim_runs={'New Zealand': 181.02, 'England': 170.3}  actual_runs={'New Zealand': 159, 'England': 161}  (8.2s)
  [191/261] 1512768                                                       sim_runs={'Pakistan': 175.57, 'Sri Lanka': 149.82}  actual_runs={'Pakistan': 212, 'Sri Lanka': 207}  (8.5s)
  [192/261] 1512769                                                       sim_runs={'Zimbabwe': 163.6, 'South Africa': 156.84}  actual_runs={'Zimbabwe': 153, 'South Africa': 154}  (8.2s)
  [193/261] 1512770                                                       sim_runs={'West Indies': 197.76, 'India': 190.13}  actual_runs={'West Indies': 195, 'India': 199}  (8.3s)
  [194/261] 1512771                                                       sim_runs={'South Africa': 201.12, 'New Zealand': 184.4}  actual_runs={'South Africa': 169, 'New Zealand': 173}  (8.5s)
  [195/261] 1514480                                                       sim_runs={'Sri Lanka': 161.13, 'Pakistan': 150.8}  actual_runs={'Sri Lanka': 128, 'Pakistan': 129}  (8.4s)
  [196/261] 1514482                                                       sim_runs={'Sri Lanka': 162.11, 'Pakistan': 156.16}  actual_runs={'Sri Lanka': 160, 'Pakistan': 146}  (8.2s)
  [197/261] 1519637                                                       sim_runs={'Pakistan': 172.57, 'Australia': 163.19}  actual_runs={'Pakistan': 198, 'Australia': 108}  (8.0s)
  [198/261] 1519638                                                       sim_runs={'Pakistan': 178.89, 'Australia': 169.19}  actual_runs={'Pakistan': 207, 'Australia': 96}  (8.3s)
  [199/261] 1522998                                                       sim_runs={'Japan': 149.8, 'Thailand': 106.77}  actual_runs={'Japan': 157, 'Thailand': 120}  (8.5s)
  [200/261] 1522999                                                       sim_runs={'Bhutan': 120.6, 'Bahrain': 119.24}  actual_runs={'Bhutan': 91, 'Bahrain': 95}  (8.0s)
  [201/261] 1523000                                                       sim_runs={'Thailand': 116.6, 'Bhutan': 104.42}  actual_runs={'Thailand': 140, 'Bhutan': 80}  (8.1s)
  [202/261] 1523001                                                       sim_runs={'Bahrain': 143.61, 'Japan': 127.94}  actual_runs={'Bahrain': 87, 'Japan': 88}  (8.3s)
  [203/261] 1523002                                                       sim_runs={'Japan': 140.19, 'Bhutan': 117.65}  actual_runs={'Japan': 170, 'Bhutan': 93}  (8.3s)
  [204/261] 1523003                                                       sim_runs={'Bahrain': 146.04, 'Thailand': 102.89}  actual_runs={'Bahrain': 126, 'Thailand': 114}  (8.3s)
  [205/261] 1525159                                                       sim_runs={'Kuwait': 164.52, 'Hong Kong': 141.92}  actual_runs={'Kuwait': 182, 'Hong Kong': 186}  (8.5s)
  [206/261] 1525160                                                       sim_runs={'Hong Kong': 150.12, 'Kuwait': 142.25}  actual_runs={'Hong Kong': 171, 'Kuwait': 147}  (8.1s)
  [207/261] 1525162                                                       sim_runs={'Hong Kong': 156.27, 'Kuwait': 142.6}  actual_runs={'Hong Kong': 125, 'Kuwait': 127}  (8.3s)
  [208/261] 1527556                                                       sim_runs={'Quetta Gladiators': 172.35, 'Hyderabad Kingsmen': 160.23}  actual_runs={'Quetta Gladiators': 174, 'Hyderabad Kingsmen': 134}  (8.4s)
  [209/261] 1527557                                                       sim_runs={'Lahore Qalandars': 182.19, 'Karachi Kings': 161.47}  actual_runs={'Lahore Qalandars': 128, 'Karachi Kings': 131}  (8.3s)
  [210/261] 1527559                                                       sim_runs={'Hyderabad Kingsmen': 164.55, 'Multan Sultans': 147.42}  actual_runs={'Hyderabad Kingsmen': 225, 'Multan Sultans': 227}  (8.4s)
  [211/261] 1527560                                                       sim_runs={'Quetta Gladiators': 175.19, 'Islamabad United': 160.97}  actual_runs={'Quetta Gladiators': 183, 'Islamabad United': 189}  (8.3s)
  [212/261] 1527561                                                       sim_runs={'Rawalpindiz': 169.55, 'Karachi Kings': 159.23}  actual_runs={'Rawalpindiz': 197, 'Karachi Kings': 199}  (8.5s)
  [213/261] 1527562                                                       sim_runs={'Lahore Qalandars': 173.61, 'Multan Sultans': 151.33}  actual_runs={'Lahore Qalandars': 185, 'Multan Sultans': 165}  (8.4s)
  [214/261] 1527563                                                       sim_runs={'Rawalpindiz': 181.62, 'Islamabad United': 148.58}  actual_runs={'Rawalpindiz': 156, 'Islamabad United': 157}  (8.6s)
  [215/261] 1527564                                                       sim_runs={'Quetta Gladiators': 179.59, 'Multan Sultans': 161.52}  actual_runs={'Quetta Gladiators': 166, 'Multan Sultans': 167}  (8.4s)
  [216/261] 1527565                                                       sim_runs={'Rawalpindiz': 176.95, 'Multan Sultans': 158.87}  actual_runs={'Rawalpindiz': 182, 'Multan Sultans': 186}  (8.6s)
  [217/261] 1527566                                                       sim_runs={'Hyderabad Kingsmen': 182.92, 'Peshawar Zalmi': 164.77}  actual_runs={'Hyderabad Kingsmen': 145, 'Peshawar Zalmi': 146}  (8.6s)
  [218/261] 1527567                                                       sim_runs={'Lahore Qalandars': 183.31, 'Islamabad United': 163.98}  actual_runs={'Lahore Qalandars': 100, 'Islamabad United': 104}  (8.4s)
  [219/261] 1527568                                                       sim_runs={'Peshawar Zalmi': 180.59, 'Karachi Kings': 171.35}  actual_runs={'Peshawar Zalmi': 246, 'Karachi Kings': 87}  (8.4s)
  [220/261] 1527569                                                       sim_runs={'Quetta Gladiators': 160.03, 'Rawalpindiz': 151.55}  actual_runs={'Quetta Gladiators': 182, 'Rawalpindiz': 121}  (8.5s)
  [221/261] 1527570                                                       sim_runs={'Peshawar Zalmi': 182.91, 'Lahore Qalandars': 168.18}  actual_runs={'Peshawar Zalmi': 173, 'Lahore Qalandars': 97}  (8.4s)
  [222/261] 1527571                                                       sim_runs={'Karachi Kings': 186.26, 'Hyderabad Kingsmen': 171.77}  actual_runs={'Karachi Kings': 188, 'Hyderabad Kingsmen': 189}  (8.3s)
  [223/261] 1527572                                                       sim_runs={'Islamabad United': 180.86, 'Hyderabad Kingsmen': 166.78}  actual_runs={'Islamabad United': 153, 'Hyderabad Kingsmen': 157}  (8.5s)
  [224/261] 1527573                                                       sim_runs={'Peshawar Zalmi': 174.27, 'Multan Sultans': 163.4}  actual_runs={'Peshawar Zalmi': 196, 'Multan Sultans': 172}  (8.5s)
  [225/261] 1527574                                                       sim_runs={'Quetta Gladiators': 171.53, 'Peshawar Zalmi': 164.22}  actual_runs={'Quetta Gladiators': 154, 'Peshawar Zalmi': 156}  (8.3s)
  [226/261] 1527575                                                       sim_runs={'Rawalpindiz': 171.73, 'Hyderabad Kingsmen': 161.47}  actual_runs={'Rawalpindiz': 121, 'Hyderabad Kingsmen': 123}  (8.5s)
  [227/261] 1527576                                                       sim_runs={'Karachi Kings': 184.05, 'Islamabad United': 171.77}  actual_runs={'Karachi Kings': 150, 'Islamabad United': 153}  (8.4s)
  [228/261] 1527675                                                       sim_runs={'Kolkata Knight Riders': 174.51, 'Mumbai Indians': 162.6}  actual_runs={'Kolkata Knight Riders': 220, 'Mumbai Indians': 224}  (8.5s)
  [229/261] 1527676                                                       sim_runs={'Chennai Super Kings': 175.9, 'Rajasthan Royals': 168.36}  actual_runs={'Chennai Super Kings': 127, 'Rajasthan Royals': 128}  (8.3s)
  [230/261] 1527677                                                       sim_runs={'Gujarat Titans': 168.34, 'Punjab Kings': 155.38}  actual_runs={'Gujarat Titans': 162, 'Punjab Kings': 165}  (8.5s)
  [231/261] 1527678                                                       sim_runs={'Lucknow Super Giants': 193.89, 'Delhi Capitals': 163.03}  actual_runs={'Lucknow Super Giants': 141, 'Delhi Capitals': 145}  (8.4s)
  [232/261] 1527679                                                       sim_runs={'Sunrisers Hyderabad': 182.31, 'Kolkata Knight Riders': 173.69}  actual_runs={'Sunrisers Hyderabad': 226, 'Kolkata Knight Riders': 161}  (8.3s)
  [233/261] 1527680                                                       sim_runs={'Chennai Super Kings': 198.65, 'Punjab Kings': 182.88}  actual_runs={'Chennai Super Kings': 209, 'Punjab Kings': 210}  (8.6s)
  [234/261] 1527681                                                       sim_runs={'Mumbai Indians': 205.89, 'Delhi Capitals': 181.53}  actual_runs={'Mumbai Indians': 162, 'Delhi Capitals': 164}  (8.6s)
  [235/261] 1527682                                                       sim_runs={'Rajasthan Royals': 164.74, 'Gujarat Titans': 159.69}  actual_runs={'Rajasthan Royals': 210, 'Gujarat Titans': 204}  (8.4s)
  [236/261] 1527683                                                       sim_runs={'Sunrisers Hyderabad': 188.74, 'Lucknow Super Giants': 179.33}  actual_runs={'Sunrisers Hyderabad': 156, 'Lucknow Super Giants': 160}  (8.4s)
  [237/261] 1527684                                                       sim_runs={'Royal Challengers Bengaluru': 195.92, 'Chennai Super Kings': 179.4}  actual_runs={'Royal Challengers Bengaluru': 250, 'Chennai Super Kings': 207}  (8.6s)
  [238/261] 1527686                                                       sim_runs={'Rajasthan Royals': 190.1, 'Mumbai Indians': 175.28}  actual_runs={'Rajasthan Royals': 150, 'Mumbai Indians': 123}  (8.6s)
  [239/261] 1527687                                                       sim_runs={'Gujarat Titans': 194.08, 'Delhi Capitals': 174.6}  actual_runs={'Gujarat Titans': 210, 'Delhi Capitals': 209}  (8.6s)
  [240/261] 1527688                                                       sim_runs={'Kolkata Knight Riders': 193.4, 'Lucknow Super Giants': 180.37}  actual_runs={'Kolkata Knight Riders': 181, 'Lucknow Super Giants': 182}  (8.4s)
  [241/261] 1527689                                                       sim_runs={'Royal Challengers Bengaluru': 187.72, 'Rajasthan Royals': 169.05}  actual_runs={'Royal Challengers Bengaluru': 201, 'Rajasthan Royals': 202}  (8.7s)
  [242/261] 1527690                                                       sim_runs={'Sunrisers Hyderabad': 166.45, 'Punjab Kings': 156.84}  actual_runs={'Sunrisers Hyderabad': 219, 'Punjab Kings': 223}  (8.5s)
  [243/261] 1527691                                                       sim_runs={'Chennai Super Kings': 201.7, 'Delhi Capitals': 166.0}  actual_runs={'Chennai Super Kings': 212, 'Delhi Capitals': 189}  (8.6s)
  [244/261] 1527692                                                       sim_runs={'Lucknow Super Giants': 189.37, 'Gujarat Titans': 173.48}  actual_runs={'Lucknow Super Giants': 164, 'Gujarat Titans': 165}  (8.4s)
  [245/261] 1527693                                                       sim_runs={'Royal Challengers Bengaluru': 190.61, 'Mumbai Indians': 173.22}  actual_runs={'Royal Challengers Bengaluru': 240, 'Mumbai Indians': 222}  (8.5s)
  [246/261] 1528299                                                       sim_runs={'Norway': 138.26, 'France': 130.87}  actual_runs={'Norway': 148, 'France': 138}  (8.1s)
  [247/261] 1528300                                                       sim_runs={'France': 149.01, 'Portugal': 133.92}  actual_runs={'France': 128, 'Portugal': 129}  (8.2s)
  [248/261] 1528301                                                       sim_runs={'Portugal': 142.23, 'Norway': 134.74}  actual_runs={'Portugal': 190, 'Norway': 178}  (8.3s)
  [249/261] 1528303                                                       sim_runs={'France': 147.62, 'Norway': 140.97}  actual_runs={'France': 133, 'Norway': 126}  (8.4s)
  [250/261] 1528305                                                       sim_runs={'Portugal': 157.43, 'Norway': 135.04}  actual_runs={'Portugal': 129, 'Norway': 46}  (8.6s)
  [251/261] 1528306                                                       sim_runs={'Portugal': 149.63, 'France': 142.92}  actual_runs={'Portugal': 161, 'France': 165}  (8.4s)
  [252/261] 1528307                                                       sim_runs={'Norway': 136.17, 'France': 132.03}  actual_runs={'Norway': 111, 'France': 112}  (8.3s)
  [253/261] 1529264                                                       sim_runs={'Sunrisers Hyderabad': 194.64, 'Rajasthan Royals': 180.9}  actual_runs={'Sunrisers Hyderabad': 216, 'Rajasthan Royals': 159}  (8.5s)
  [254/261] 1529265                                                       sim_runs={'Chennai Super Kings': 176.92, 'Kolkata Knight Riders': 162.91}  actual_runs={'Chennai Super Kings': 192, 'Kolkata Knight Riders': 160}  (8.6s)
  [255/261] 1529266                                                       sim_runs={'Lucknow Super Giants': 201.5, 'Royal Challengers Bengaluru': 186.53}  actual_runs={'Lucknow Super Giants': 146, 'Royal Challengers Bengaluru': 149}  (8.4s)
  [256/261] 1529267                                                       sim_runs={'Mumbai Indians': 197.66, 'Punjab Kings': 184.88}  actual_runs={'Mumbai Indians': 195, 'Punjab Kings': 198}  (8.5s)
  [257/261] 1529377                                                       sim_runs={'Mexico': 114.22, 'Costa Rica': 101.07}  actual_runs={'Mexico': 204, 'Costa Rica': 80}  (8.0s)
  [258/261] 1529378                                                       sim_runs={'Costa Rica': 103.18, 'Brazil': 100.2}  actual_runs={'Costa Rica': 64, 'Brazil': 66}  (8.0s)
  [259/261] 1529379                                                       sim_runs={'Mexico': 133.46, 'Brazil': 113.14}  actual_runs={'Mexico': 160, 'Brazil': 144}  (8.5s)
  [260/261] 1529380                                                       sim_runs={'Brazil': 138.55, 'Costa Rica': 98.24}  actual_runs={'Brazil': 157, 'Costa Rica': 88}  (8.5s)
  [261/261] 1529381                                                       sim_runs={'Costa Rica': 100.14, 'Mexico': 101.09}  actual_runs={'Costa Rica': 45, 'Mexico': 47}  (7.3s)

Done in 2251.8s
Detail written to models/auto/d16/detail_control_vec_s46_n261.json
Report written to models/auto/d16/report_control_vec_s46_n261.md
