Ball calibrator: vector scaling (models/auto/d16/vector_scaling_calibrator_d16.pkl)
Loading stats provider + player metadata + model ...
StatsProvider: using SQLite backend player_stats_cache_i7.sqlite (56.7 MB)
Loading player metadata from data/all_players_enriched.csv...
  Loaded 11,256 players
  Batting: 8178 right, 1814 left, 1264 unknown
  Bowling: 6256 right, 1381 left, 3619 unknown
Loaded XGBoost v2 model with 114 features with real player stats with player metadata; venue encoder ACTIVE (373 venues)
Bowler selector: empirical
Run-out dismissal channel ACTIVE (p_runout=0.0751, nonstriker_share=0.4685)
Running prop backtest on 261 matches × 100 sims
B10 usage-aligned bowler selector ACTIVE (k_u=5.0)
  as-of corpus: /Users/aryamangupta/CricML/Match_Prediction/models/b10_usage_corpus.pkl (7433 players); min_eligible=5, min_share=0.01
  [111/261] 1501327                                                       sim_runs={'Sharjah Warriorz': 174.06, 'Gulf Giants': 160.87}  actual_runs={'Sharjah Warriorz': 157, 'Gulf Giants': 158}  (8.9s)
  [112/261] 1501328                                                       sim_runs={'Abu Dhabi Knight Riders': 164.04, 'MI Emirates': 149.37}  actual_runs={'Abu Dhabi Knight Riders': 122, 'MI Emirates': 123}  (8.8s)
  [113/261] 1501329                                                       sim_runs={'Gulf Giants': 173.28, 'Desert Vipers': 148.58}  actual_runs={'Gulf Giants': 157, 'Desert Vipers': 158}  (9.0s)
  [114/261] 1501330                                                       sim_runs={'Dubai Capitals': 168.58, 'Abu Dhabi Knight Riders': 161.24}  actual_runs={'Dubai Capitals': 196, 'Abu Dhabi Knight Riders': 187}  (8.8s)
  [115/261] 1501331                                                       sim_runs={'Sharjah Warriorz': 147.84, 'MI Emirates': 145.58}  actual_runs={'Sharjah Warriorz': 174, 'MI Emirates': 168}  (8.3s)
  [116/261] 1501332                                                       sim_runs={'Dubai Capitals': 164.44, 'Desert Vipers': 144.98}  actual_runs={'Dubai Capitals': 166, 'Desert Vipers': 171}  (8.7s)
  [117/261] 1501333                                                       sim_runs={'Sharjah Warriorz': 169.84, 'Gulf Giants': 159.81}  actual_runs={'Sharjah Warriorz': 174, 'Gulf Giants': 163}  (8.9s)
  [118/261] 1501334                                                       sim_runs={'Abu Dhabi Knight Riders': 186.5, 'Desert Vipers': 163.76}  actual_runs={'Abu Dhabi Knight Riders': 181, 'Desert Vipers': 180}  (9.0s)
  [119/261] 1501335                                                       sim_runs={'MI Emirates': 175.59, 'Dubai Capitals': 154.91}  actual_runs={'MI Emirates': 137, 'Dubai Capitals': 130}  (8.8s)
  [120/261] 1501336                                                       sim_runs={'Gulf Giants': 163.22, 'Abu Dhabi Knight Riders': 158.29}  actual_runs={'Gulf Giants': 165, 'Abu Dhabi Knight Riders': 167}  (8.7s)
  [121/261] 1501337                                                       sim_runs={'Dubai Capitals': 173.75, 'Sharjah Warriorz': 158.7}  actual_runs={'Dubai Capitals': 180, 'Sharjah Warriorz': 117}  (8.8s)
  [122/261] 1501338                                                       sim_runs={'MI Emirates': 178.2, 'Abu Dhabi Knight Riders': 157.4}  actual_runs={'MI Emirates': 187, 'Abu Dhabi Knight Riders': 152}  (9.0s)
  [123/261] 1501339                                                       sim_runs={'Sharjah Warriorz': 166.25, 'Desert Vipers': 149.29}  actual_runs={'Sharjah Warriorz': 90, 'Desert Vipers': 91}  (8.9s)
  [124/261] 1501340                                                       sim_runs={'Gulf Giants': 163.16, 'Dubai Capitals': 161.62}  actual_runs={'Gulf Giants': 156, 'Dubai Capitals': 162}  (9.1s)
  [125/261] 1501341                                                       sim_runs={'Desert Vipers': 169.59, 'MI Emirates': 163.36}  actual_runs={'Desert Vipers': 124, 'MI Emirates': 128}  (8.3s)
  [126/261] 1501342                                                       sim_runs={'Abu Dhabi Knight Riders': 174.52, 'Sharjah Warriorz': 158.29}  actual_runs={'Abu Dhabi Knight Riders': 134, 'Sharjah Warriorz': 135}  (8.6s)
  [127/261] 1501343                                                       sim_runs={'Gulf Giants': 176.75, 'MI Emirates': 170.71}  actual_runs={'Gulf Giants': 141, 'MI Emirates': 142}  (8.5s)
  [128/261] 1501344                                                       sim_runs={'Sharjah Warriorz': 159.95, 'Dubai Capitals': 149.1}  actual_runs={'Sharjah Warriorz': 134, 'Dubai Capitals': 138}  (8.5s)
  [129/261] 1501345                                                       sim_runs={'Sharjah Warriorz': 163.56, 'Desert Vipers': 146.36}  actual_runs={'Sharjah Warriorz': 140, 'Desert Vipers': 144}  (8.6s)
  [130/261] 1501346                                                       sim_runs={'Dubai Capitals': 170.14, 'MI Emirates': 160.62}  actual_runs={'Dubai Capitals': 122, 'MI Emirates': 126}  (8.5s)
