batter_id,batter_name,mean_war,std_war,ci_lower,ci_upper,n_samples,significant,ci_width
c05edf8e,Harpreet Brar,0.024598941529735085,0.12823624230567454,-0.257607522801268,0.2594947127136792,1000,False,0.5171022355149472
8ac93ca2,P Chopra,0.02424952311994963,0.012498859307886913,0.014836407741368195,0.05934563096547278,621,True,0.04450922322410458
0c9652b0,HR Shokeen,0.024214551439916666,0.03390532902929784,-0.03074947125597566,0.090759121535074,879,False,0.12150859279104965
1a2676c5,SA Abbott,0.021891408874798134,0.04242760144894239,-0.05371377869864288,0.10467011243788914,951,False,0.158383891136532
f24c6701,M Theekshana,0.01809991398786235,0.034282100046558,-0.039067364951994255,0.10187983741522812,853,False,0.14094720236722236
765a4731,Mukesh Choudhary,0.015723346443498615,0.011413434535925401,0.002632206343650753,0.044479920478015876,878,True,0.041847714134365124
66b30f71,AB Dinda,0.015339687444030876,0.007897900234191289,0.009694807558918595,0.03877923023567438,620,True,0.029084422676755785
5bb5a915,M Morkel,0.010518928234299448,0.009817522562214223,-0.002264703674372376,0.03574988019448542,852,False,0.038014583868857796
1399b39c,Anmolpreet Singh,0.009889402807253,0.055400117397628026,-0.110430740292634,0.11800588800741878,957,False,0.2284366283000528
ce820073,Sandeep Sharma,0.009351496777890787,0.054162404603057025,-0.09348810453834625,0.12082008459403563,1000,False,0.21430818913238187
39ed0d2f,KS Sharma,0.007015596460884747,0.003723893320407657,0.004450605659968387,0.017802422639873545,642,True,0.013351816979905158
9219eff0,JDS Neesham,0.005907373021507827,0.03967083125578913,-0.05825034073638738,0.09076574486794785,980,False,0.1490160856043352
f708a0bc,GB Hogg,0.005418175548455733,0.0145746707973836,-0.021663873186392974,0.034108839830603976,868,False,0.05577271301699695
39f01cdb,KP Pietersen,0.0037940479816601464,0.027930771510161063,-0.05077729173881032,0.06056805971470892,981,False,0.11134535145351923
99ed60f8,JPR Scantlebury-Searles,0.0029390887007007013,0.0715745648927809,-0.14343084487099655,0.15560862749370272,879,False,0.2990394723646993
9418198b,P Simran Singh,0.0018937894854246069,0.047842325186672655,-0.08776992541381982,0.10319195222871679,980,False,0.1909618776425366
77b1aa15,Harshit Rana,0.001085563536099417,0.01290078485938256,-0.02432039080258944,0.027064827883366997,884,False,0.05138521868595644
b2b23612,RG More,0.0009554105727185341,0.0004967687224759187,0.0006127089542434078,0.0024508358169736313,649,True,0.0018381268627302235
41eb4a4f,R Vinay Kumar,0.0007609645043981234,0.02540811908182381,-0.048603277865059843,0.052112765618332425,992,False,0.10071604348339228
30a2649b,CM Gautam,-0.0012900763802267989,0.0006349800287547864,-0.002423099983730337,-0.0008076999945767782,648,True,0.0016153999891535588
