bowler_id,bowler_name,mean_war,std_war,ci_lower,ci_upper,n_samples,significant,ci_width
9eb1455b,NT Ellis,0.19762926658113733,0.19063498421505648,-0.12156798197271806,0.6086116686306677,996,False,0.7301796506033857
be24ead0,Ramandeep Singh,0.19741638558249489,0.15063528218926917,0.016683534362285042,0.5177527219915226,929,True,0.5010691876292375
b56dc5f7,BE Hendricks,0.1884495695074226,0.10741395520801478,0.02095620465550071,0.4211889651056647,977,True,0.40023276045016404
4125d931,J Suchith,0.18797285526885568,0.3613546343570062,-0.5432319299765062,0.8711243758411681,1000,False,1.4143563058176742
d4eef961,M de Lange,0.1809061843691679,0.09404701180599008,0.11297768572858818,0.45191074291435274,637,True,0.33893305718576455
66b30f71,AB Dinda,0.17655703020360405,0.31029660229069067,-0.44987178622084123,0.7993137537239255,1000,False,1.2491855399447669
c18496e1,Bipul Sharma,0.1755248082541046,0.2455542105179843,-0.2830215519485069,0.6870060169412059,1000,False,0.9700275688897129
327b58d3,PVD Chameera,0.17433434286080984,0.41300296909891865,-0.6607203430641184,1.0441354095894595,1000,False,1.704855752653578
cedc1d9a,P Suyal,0.1729193162064048,0.09958983874515602,0.01183164847187542,0.3910292882170212,949,True,0.3791976397451458
2c76b512,DJ Muthuswami,0.17037436830859448,0.14968388581832473,-0.09916225340724297,0.4748889043576175,999,False,0.5740511577648605
1c2a64cd,A Ashish Reddy,0.16793669393876084,0.13730379040146792,-0.07714001907414851,0.4679628024995552,999,False,0.5451028215737037
f9e6e7ef,Shahbaz Ahmed,0.15152468243492628,0.31656981515275257,-0.48627672253204735,0.7730862923673125,1000,False,1.25936301489936
60500956,RV Patel,0.14803863014127072,0.07347243830037899,0.09652058075740987,0.28956174227222964,637,True,0.19304116151481976
d9273ee7,MP Stoinis,0.14609125623076924,0.40259777805167285,-0.6302007316085493,0.990820927959739,1000,False,1.6210216595682883
1a156c88,DJM Short,0.1415977866834938,0.1294976899043897,-0.020895420170933803,0.49153547299371636,835,False,0.5124308931646502
f29185a1,Abhishek Sharma,0.13704859770345695,0.15783210957496527,-0.16163018496875184,0.4590925648904456,1000,False,0.6207227498591974
e4cdf230,AS Roy,0.13561439822054824,0.10129961174637857,-0.022260107250613528,0.36000919058977515,950,False,0.38226929784038866
fa2f1dde,K Khejroliya,0.13178783788765255,0.2061542429701386,-0.22733782600837021,0.6039856849100492,995,False,0.8313235109184194
c8179c68,SB Jakati,0.12645642645947394,0.25420230943701033,-0.3411934912344116,0.6808906443838807,999,False,1.0220841356182924
35205dfc,DR Smith,0.12645276328860122,0.38928762834884856,-0.6016354729998729,0.9123370778597788,1000,False,1.5139725508596515
c6097d68,O Thomas,0.11896281782794935,0.11769951845745558,-0.08672175746044157,0.37309238086634716,986,False,0.45981413832678875
f6d8a7ab,K Kartikeya,0.11775704122714817,0.17721945856723298,-0.1266794055011251,0.515193184167538,974,False,0.6418725896686631
da934ee8,MK Lomror,0.116771904325062,0.09701444065316409,-0.05347501106183477,0.30579457644426766,1000,False,0.35926958750610244
7f048519,DJ Willey,0.1150434004385739,0.15447377936573475,-0.18744326167724776,0.4194955633659804,999,False,0.6069388250432282
245c97cb,TS Mills,0.11419614041049285,0.2735911101798713,-0.4657301073437541,0.6317138830298475,1000,False,1.0974439903736015
b410bd3d,S Lamichhane,0.10889388017527718,0.24100080604055812,-0.3399480876212215,0.5987529655441302,1000,False,0.9387010531653517
b2a79f17,B Laughlin,0.10383111909613964,0.14067824050931707,-0.14157337471839535,0.41595595317046197,1000,False,0.5575293278888573
b2b23612,RG More,0.10254401405726,0.16581478719606002,-0.16799848238780135,0.4494771726588938,879,False,0.6174756550466951
e9c7f0d0,Fazalhaq Farooqi,0.10102290313111732,0.16025110496739595,-0.19148870640219592,0.42793558719672015,952,False,0.619424293598916
4ec07775,RN ten Doeschate,0.1007793242318136,0.05143768872113134,0.06268713917990787,0.2507485567196315,627,True,0.1880614175397236
983f2f61,Swapnil Singh,0.09980037673070415,0.056507697507918064,0.005441470788425162,0.22183503065030807,997,True,0.2163935598618829
4933f499,JP Behrendorff,0.09153711027060404,0.15096315952838046,-0.20421290436326464,0.4102673368453686,991,False,0.6144802412086332
8abdf100,CJ Anderson,0.08069861283328832,0.21916595438977352,-0.38445371528506195,0.4735689760794324,1000,False,0.8580226913644944
2af1b6d2,AN Ahmed,0.07944929371280868,0.3000709418086975,-0.5493473673494944,0.6217435454780891,948,False,1.1710909128275835
f0f628c7,MM Patel,0.07647113130416366,0.05203023730215999,0.013493775623427223,0.20198428804436047,866,True,0.18849051242093326
7c503806,J Botha,0.0763470753344055,0.10438302702472671,-0.07355522567165043,0.3121402971803497,982,False,0.38569552285200015
dec8e038,J Theron,0.0760951017238399,0.04016766591577579,0.04901443076696868,0.19605772306787472,619,True,0.14704329230090604
872b03f7,A Badoni,0.07530637977965854,0.043174652701076316,0.023487974496932403,0.1771796337862512,850,True,0.1536916592893188
626c5379,R Sathish,0.0722409966901229,0.12620270269686668,-0.1361437405265064,0.3354336297647202,943,False,0.4715773702912266
ba607b88,V Kohli,0.07015581800160246,0.04676317548367677,-6.84662087368082e-05,0.1705566877524126,938,False,0.17062515396114938
c03c6200,DJG Sammy,0.06626580607147847,0.03747684142657429,0.02118884061434061,0.15646391208005198,866,True,0.13527507146571136
2e78f685,KR Sen,0.06586670666005995,0.21790696464295561,-0.40677244478334307,0.4824690399939038,998,False,0.8892414847772468
fef92afc,SC Kuggeleijn,0.06366466517231727,0.09232183120261563,-0.09210296798803659,0.24939330074190524,860,False,0.3414962687299418
4b57e452,M Vijay,0.06328318478907094,0.07614801144894036,-0.05212195694534156,0.2268047386124655,945,False,0.2789266955578071
be869ccf,GHS Garton,0.06107297294215422,0.17510155734106383,-0.2439100270769247,0.4457015392685375,998,False,0.6896115663454622
9d80c5e1,S Nadeem,0.053900579703947474,0.3619332330476579,-0.617615908230325,0.7872884246118075,1000,False,1.4049043328421325
