batter_id,batter_name,RAA,balls_faced,RAA_per_ball,VORP,WAR,WAR_per_ball
fcc21ace,A Kamboj,-1.8933516693171628,13,-0.14564243610132022,1.4519999096302059,0.013523329697589697,0.0010402561305838229
3b53243a,XC Bartlett,-2.763701719750745,15,-0.18424678131671632,1.0963193328808343,0.010210667159176998,0.0006807111439451331
ce820073,Sandeep Sharma,-0.8338163597829514,6,-0.13896939329715857,0.7101920612696803,0.006614436632855362,0.0011024061054758936
5f547c8b,Rashid Khan,-7.5251778666462155,32,-0.23516180833269423,0.7095337123011536,0.006608305041456213,0.00020650953254550665
aad0c365,Nithish Kumar Reddy,-40.88370117665142,161,-0.2539360321531144,0.5471914549275283,0.005096316055951646,3.1654136993488485e-05
c27b5a0e,PVSN Raju,-0.08024947114420682,1,-0.08024947114420682,0.17708526569789845,0.001649299298667211,0.001649299298667211
5b7ab5a9,CV Varun,-0.23431728058418175,1,-0.23431728058418175,0.023017456257923535,0.0002143751164936531,0.0002143751164936531
119678fd,KV Sharma,-0.2841031751561517,1,-0.2841031751561517,-0.026768438314046406,-0.0002493102199315116,-0.0002493102199315116
e9c7f0d0,Fazalhaq Farooqi,-0.5807888481395856,2,-0.2903944240697928,-0.06611937445537508,-0.0006158086472513279,-0.00030790432362566393
8cf9814c,Mohammed Shami,-2.957938100272527,11,-0.2689034636611388,-0.12725599500936902,-0.0011852099749405701,-0.00010774636135823364
f6d8a7ab,K Kartikeya,-1.5212785416916093,5,-0.30425570833832183,-0.23460485748108284,-0.002185013108699663,-0.00043700262173993257
03806cf8,JR Hazlewood,-0.6480449944119427,1,-0.6480449944119427,-0.39071025756983746,-0.0036389145717596856,-0.0036389145717596856
fb5f69e4,M Tiwari,-1.455392634654709,4,-0.36384815866367726,-0.4260536872862879,-0.003968088733224251,-0.0009920221833060628
a2f46292,KK Ahmed,-0.9905156508728336,2,-0.4952578254364168,-0.475846177188623,-0.004431835495842628,-0.002215917747921314
1abb78f8,SN Thakur,-4.523351661056477,15,-0.30155677740376513,-0.6633306084248978,-0.006177988343344489,-0.00041186588955629926
83c3e8e3,SH Johnson,-1.714724630490346,4,-0.4286811576225865,-0.6853856831219249,-0.0063834002339752715,-0.0015958500584938179
462411b3,JJ Bumrah,-1.021425680295758,1,-1.021425680295758,-0.7640909434536527,-0.007116428643509851,-0.007116428643509851
0a8fce53,Mustafizur Rahman,-1.0570408298076863,1,-1.0570408298076863,-0.799706092965581,-0.007448133491343774,-0.007448133491343774
4bd09374,Akash Madhwal,-3.141796882089875,9,-0.34908854245443055,-0.8257842505109276,-0.00769101472022844,-0.0008545571911364933
2f49c897,Mohammed Siraj,-2.506201359362873,5,-0.5012402718725746,-1.2195276751523467,-0.011358178962022415,-0.002271635792404483
e4cdf230,AS Roy,-1.5105063593178178,1,-1.5105063593178178,-1.2531716224757126,-0.01167152484377119,-0.01167152484377119
46a9bea1,TU Deshpande,-3.7436349312367057,9,-0.41595943680407843,-1.427622299657758,-0.01329628666906732,-0.0014773651854519244
d621b427,Musheer Khan,-2.2351907853844377,3,-0.7450635951281459,-1.4631865748581219,-0.013627517694496804,-0.004542505898165601
f2c936d7,MJ Owen,-2.0005842849702766,2,-1.0002921424851383,-1.485914811286066,-0.013839199136500568,-0.006919599568250284
e96801ea,MS Bhandage,-2.552656280938191,4,-0.6381640702345478,-1.52331733356977,-0.014187550838872777,-0.0035468877097181942
f834dcfc,L Ngidi,-2.072124759091883,2,-1.0360623795459416,-1.5574552854076726,-0.014505497675399763,-0.0072527488376998815
f9e6e7ef,Shahbaz Ahmed,-3.6249042743885527,8,-0.4531130342985691,-1.5662263796517104,-0.014587188038108507,-0.0018233985047635634
a818c1be,TA Boult,-2.6130461167761,4,-0.653261529194025,-1.583707169407679,-0.014749996920999152,-0.003687499230249788
e62dd25d,K Rabada,-4.1263281220704675,9,-0.4584809024522742,-1.81031549049152,-0.01686053358006445,-0.0018733926200071608
759ac88f,MM Sharma,-2.681155881854029,3,-0.8937186272846763,-1.909151671327713,-0.01778105309982037,-0.005927017699940123
13fc5c6d,DS Rathi,-3.4442819812010628,4,-0.8610704953002657,-2.4149430338326416,-0.02249178573002367,-0.0056229464325059176
81c36ee9,M Jansen,-19.310030202922764,65,-0.29707738773727327,-2.583272308185922,-0.024059535328172878,-0.00037014669735650584
7210d461,Yash Dayal,-4.830762919843957,8,-0.6038453649804946,-2.7720850251071143,-0.025818059281988583,-0.003227257410248573
c96f6ac5,PWA Mulder,-5.884340293582512,12,-0.490361691131876,-2.7963234514772486,-0.026043806011709494,-0.002170317167642458
df064e1a,Ravi Bishnoi,-6.950295596557034,16,-0.4343934747848146,-2.832939807083349,-0.02638483568113392,-0.00164905223007087
73ad96ed,DJ Hooda,-13.943850255837017,43,-0.3242755873450469,-2.87845657162649,-0.026808760097108038,-0.0006234595371420473
f0af99a7,D Ferreira,-3.8789340100981207,3,-1.2929780033660403,-3.106929799571805,-0.02893666573131978,-0.00964555524377326
327b58d3,PVD Chameera,-6.7645611133119345,14,-0.4831829366651382,-3.1618747975224606,-0.02944840083377536,-0.002103457202412526
244048f6,Arshdeep Singh,-5.00732647862942,6,-0.8345544131049033,-3.463318057576788,-0.03225591932175457,-0.005375986553625762
68c56d09,KA Jamieson,-4.821958867456674,5,-0.9643917734913348,-3.5352851832461476,-0.03292619151761337,-0.006585238303522674
c7a995d3,R Sai Kishore,-6.179814917998194,10,-0.6179814917998194,-3.6064675495771414,-0.03358915478790296,-0.003358915478790296
