bowler_id,bowler_name,RAA,balls_bowled,RAA_per_ball,VORP,WAR,WAR_per_ball
c05edf8e,Harpreet Brar,-4.584375332476926,134,-0.03421175621251437,27.06560425935981,0.2520779012699991,0.0018811783676865607
9caf69a1,WG Jacks,5.5874697410226,90,0.06208299712247334,26.844918720614437,0.25002252696856136,0.0027780280774284596
0a8fce53,Mustafizur Rahman,9.804077364627599,66,0.1485466267367818,25.392873282994948,0.2364987732420131,0.0035833147460911075
4bd09374,Akash Madhwal,2.0858748010411423,97,0.0215038639282592,24.996680923490125,0.23280880062857523,0.0024000907281296413
36619795,Zeeshan Ansari,-25.017888029794324,209,-0.11970281353968576,24.34663237836894,0.2267545159576133,0.001084949837117767
1abb78f8,SN Thakur,-29.312901595171308,226,-0.12970310440341287,24.066914731359308,0.22414934089000008,0.0009918112428761066
fcc21ace,A Kamboj,-6.876762482414009,130,-0.05289817294164622,23.828441599218646,0.22192830026281685,0.0017071407712524374
b681e71e,GJ Maxwell,1.3477430373013797,82,0.016435890698797313,20.715640996485057,0.19293695628653307,0.002352889710811379
3fb19989,MA Starc,-37.88874650398969,245,-0.1546479449142436,19.978753496010313,0.18607388931741,0.0007594852625200408
ee1b6c27,N Thushara,13.22851318177483,26,0.5087889685298012,19.36955399810136,0.180400055863848,0.006938463687071077
fffa744b,Naman Dhir,10.40243838657876,24,0.433434932774115,16.07109144780325,0.1496795329030758,0.0062366472042948255
172dff15,C Bosch,4.9793475297018075,45,0.11065216732670684,15.608072019497726,0.14536716046845233,0.003230381343743385
f19ccfad,Washington Sundar,-0.35294013709619787,67,-0.00526776324024176,15.47204965882217,0.14410030417083142,0.002150750808519872
8f6dd463,Azmatullah Omarzai,-26.690320775658734,169,-0.15793089216366116,13.226444530463716,0.12318566201419126,0.0007289092426875222
aad0c365,Nithish Kumar Reddy,5.168689883767973,34,0.15202029069905804,13.199281720502668,0.12293267877901339,0.003615667022912158
68c56d09,KA Jamieson,-9.801860187843868,94,-0.10427510838131775,12.400364301952052,0.11549189067665132,0.0012286371348579927
bb351c23,MM Ali,-11.041992274558355,99,-0.11153527550058945,12.341201602992667,0.11494087364247617,0.0011610189256815774
e4cdf230,AS Roy,5.574053533301088,25,0.2229621413320435,11.4789004720766,0.10690975572391356,0.004276390228956543
327b58d3,PVD Chameera,-15.515313747503665,111,-0.13977760132886186,10.702206660659602,0.09967594915394991,0.0008979815239094586
495d42a5,R Ashwin,-35.81374341065766,189,-0.18949070587649555,8.8268994464852,0.08221010940192977,0.0004349741238197342
b483905d,Akash Singh,-8.0471052345689,67,-0.12010604827714776,7.7778845613494685,0.07244001640448419,0.001081194274693794
3204c99f,G Coetzee,-10.384480736163534,76,-0.1366379044232044,7.56625395771402,0.0704689760427868,0.0009272233689840369
d45c29b1,Ashwani Kumar,-24.197736328455147,132,-0.1833161843064784,6.979855508279549,0.06500750217266972,0.0004924810770656797
c5aef772,R Shepherd,-14.407744034037005,90,-0.1600860448226334,6.849704945554834,0.06379533338506876,0.0007088370376118751
6a26221c,AK Markram,-9.581530977254967,68,-0.14090486731257304,6.479652696214423,0.06034881900171764,0.0008874826323782006
119678fd,KV Sharma,-15.291899625072482,91,-0.16804285302277452,6.201743232070378,0.057760484605293635,0.0006347306000581718
