price_name,cricwar_name,team,price_cr,total_WAR,batting_WAR,bowling_WAR,match_type,war_per_crore,price_per_1_war
Aiden Markram,AK Markram,Lucknow Super Giants,2.0,1.044836929148336,0.9844881101466184,0.0603488190017176,exact,0.522418464574168,1.9141743024246218
Priyansh Arya,Priyansh Arya,Punjab Kings,3.8,1.880232148829464,1.880232148829464,0.0,exact,0.49479793390249055,2.0210270324149517
Mitchell Marsh,MR Marsh,Lucknow Super Giants,3.4,1.3439105164762368,1.3439105164762368,0.0,exact,0.3952677989635991,2.529930347531527
Sai Sudharsan,B Sai Sudharsan,Gujarat Titans,8.5,1.2506551113015227,1.2506551113015227,0.0,exact,0.14713589544723796,6.796438061292759
Prasidh Krishna,M Prasidh Krishna,Gujarat Titans,9.5,1.350993057845549,0.0,1.350993057845549,exact,0.14220979556268937,7.031864408800003
Sunil Narine,SP Narine,Kolkata Knight Riders,12.0,1.6561907843991377,0.6466821216012056,1.009508662797932,exact,0.13801589869992814,7.245542067397491
Phil Salt,PD Salt,Royal Challengers Bengaluru,11.5,1.3262277655073518,1.3262277655073518,0.0,exact,0.11532415352237842,8.6712104052509
Kuldeep Yadav,Kuldeep Yadav,Delhi Capitals,13.25,1.5155817653288712,0.0229029408558518,1.4926788244730194,exact,0.11438352945878273,8.74251743001463
Suryakumar Yadav,SA Yadav,Mumbai Indians,16.35,1.868321249735833,1.868321249735833,0.0,exact,0.11427041282787968,8.751171674738362
Abhishek Sharma,Abhishek Sharma,Sunrisers Hyderabad,14.0,1.445687684792284,1.4545052345114453,-0.0088175497191613,exact,0.1032634060565917,9.683972650020545
Riyan Parag,R Parag,Rajasthan Royals,14.0,1.3817563525565908,0.8785292101051949,0.503227142451396,exact,0.09869688232547077,10.132032303739035
Jasprit Bumrah,JJ Bumrah,Mumbai Indians,18.0,1.5867704263286029,-0.0071164286435098,1.5938868549721126,exact,0.08815391257381128,11.343795990480853
Varun Chakaravarthy,CV Varun,Kolkata Knight Riders,12.0,1.039476771382082,0.0002143751164936,1.0392623962655885,fuzzy,0.08662306428184018,11.544269511712967
KL Rahul,KL Rahul,Delhi Capitals,14.0,1.1684811838289684,1.1684811838289684,0.0,exact,0.08346294170206917,11.981365377338582
Yashasvi Jaiswal,YBK Jaiswal,Rajasthan Royals,18.0,1.2607772588183506,1.2607772588183506,0.0,exact,0.07004318104546392,14.276907260264434
