bowler_id,bowler_name,RAA,RAA_per_ball,balls_bowled,total_weighted_runs_against,is_replacement,VORP,VORP_per_ball,WAR,WAR_per_ball
fef92afc,SC Kuggeleijn,-5.1125,-0.1022,50,-0.084,False,5.2429901960784315,0.10485980392156863,0.0470461721290751,0.000940923442581502
c3d1402f,RP Singh,-10.6905,-0.1407,76,9.7427,True,5.049845098039217,0.06644533023735812,0.04531305091610078,0.0005962243541592207
dec8e038,J Theron,-0.4834,-0.0186,26,0.8355,False,4.9014549019607845,0.18851749622926095,0.04398152244744279,0.001691597017209338
a24be938,VR Iyer,-11.4477,-0.1468,78,2.9361,True,4.706864705882355,0.06034441930618403,0.042235434143447166,0.0005414799249159893
b8527c3d,Rasikh Salam,-6.6083,-0.1296,51,6.5548,False,3.9543,0.07753529411764706,0.03548255317912838,0.0006957363368456545
50c6bc2b,LS Livingstone,-27.5509,-0.1837,150,14.2663,True,3.5155705882352954,0.02343713725490197,0.031545765458371525,0.00021030510305581016
dc9dd038,Sachin Baby,1.3766,0.1377,10,-1.4622,False,3.4476980392156866,0.34476980392156864,0.030936734446563804,0.00309367344465638
26989d80,Shashank Singh,0.5972,0.0459,13,-0.2871,False,3.289627450980392,0.2530482654600302,0.02951834230304537,0.0022706417156188744
46a9bea1,TU Deshpande,-5.9105,-0.1375,43,5.3716,False,2.995221568627451,0.0696563155494756,0.02687659221406971,0.0006250370282341794
8fd1a8f5,DW Steyn,-33.8127,-0.191,177,32.1108,True,2.8457352941176524,0.016077600531738147,0.025535228461991286,0.00014426682746887732
3c6ffae8,YK Pathan,-26.3508,-0.1882,140,13.6521,True,2.6445725490196104,0.018889803921568644,0.023730163646322085,0.0001695011689023006
9170ff49,Parvez Rasool,-20.9708,-0.184,114,9.4018,True,2.6397176470588235,0.023155417956656345,0.023686599850706407,0.0002077771916728632
b0482a1d,Tilak Varma,0.1014,0.0084,12,-0.8415,False,2.5867176470588236,0.21555980392156862,0.023211022550427268,0.0019342518792022723
af2c687b,C Munro,0.0436,0.0036,12,0.5202,False,2.5289176470588237,0.21074313725490199,0.022692374098424735,0.0018910311748687278
85ec8e33,SS Iyer,1.2194,0.2032,6,-1.4789,False,2.4620588235294116,0.41034313725490196,0.022092439404199127,0.003682073234033188
2e11c706,BCJ Cutting,-52.5439,-0.199,264,37.2036,True,2.1330882352941174,0.008079879679144385,0.019140534796195693,7.250202574316551e-05
0c9652b0,HR Shokeen,-17.5195,-0.1864,94,8.3436,True,1.9488215686274515,0.020732144347100547,0.01748708113836986,0.00018603277806776444
26e5cabf,MK Tiwary,-0.0513,-0.0073,7,-0.9602,False,1.3984686274509806,0.19978123249299723,0.012548678006947398,0.0017926682867067713
cfa4bd2b,Y Prithvi Raj,-5.5091,-0.1669,33,4.9912,False,1.3255235294117647,0.04016737967914438,0.01189413021837971,0.00036042818843574876
d3611425,LI Meriwala,-2.8264,-0.1488,19,3.105,False,1.1086862745098043,0.05835190918472654,0.009948415571470009,0.0005236008195510531
9219eff0,JDS Neesham,-13.8366,-0.1922,72,7.2317,True,1.0753058823529411,0.014934803921568627,0.009648888084975292,0.00013401233451354572
d027ba9f,KS Williamson,-0.1835,-0.0306,6,-0.1453,False,1.0591588235294118,0.1765264705882353,0.009503997997376378,0.0015839996662293963
9a46c4e5,GD Phillips,-1.9956,-0.1535,13,-1.0397,False,0.696827450980392,0.053602111613876305,0.006252741847125467,0.0004809801420865744
c28e9f12,Tejas Baroka,-4.5053,-0.2145,21,2.2967,False,-0.15599411764705895,-0.007428291316526617,-0.00139975964773613,-6.665522132076809e-05
249abedf,Jalaj S Saxena,-4.0804,-0.2267,18,2.615,False,-0.3524235294117646,-0.019579084967320255,-0.0031623515221225126,-0.00017568619567347293
b52ffbbd,FA Allen,-19.2316,-0.2113,91,3.1273,True,-0.38460784313725327,-0.004226459814695091,-0.0034511464095358106,-3.792468581907484e-05
5fa06777,IK Pathan,-12.8515,-0.2142,60,6.5334,True,-0.42491176470588066,-0.007081862745098011,-0.0038127998097295846,-6.354666349549308e-05
94253925,GH Vihari,-1.7401,-0.29,6,1.2034,False,-0.49744117647058816,-0.08290686274509802,-0.004463617580255881,-0.0007439362633759802
dfc4d8b5,KW Richardson,-22.2461,-0.2119,105,21.3334,True,-0.4995705882352901,-0.004757815126050382,-0.004482725125505685,-4.269262024291128e-05
a4e37e47,S Dube,-12.6291,-0.2255,56,4.971,False,-1.0309509803921557,-0.01840983893557421,-0.009250884603302534,-0.00016519436791611667
1c914163,Yuvraj Singh,-25.8242,-0.2188,118,8.9505,True,-1.3852431372549034,-0.011739348620804266,-0.01243000361218667,-0.0001053390136625989
fdf7491e,IC Porel,-6.8838,-0.2648,26,3.5228,False,-1.4989450980392158,-0.05765173453996984,-0.013450269113059273,-0.000517318042809972
77255a9e,RA Tripathi,-2.8065,-0.4677,6,2.6602,False,-1.5638411764705884,-0.2606401960784314,-0.014032591788136546,-0.0023387652980227575
7c3b3b78,VG Arora,-24.3555,-0.2214,110,28.5377,True,-1.5734215686274489,-0.014303832442067716,-0.014118558147336077,-0.00012835052861214616
030f3089,K Yadav,-4.3063,-0.3589,12,0.7362,False,-1.8209823529411766,-0.15174852941176473,-0.016339959835240024,-0.0013616633196033353
33ffc3dd,R Sanjay Yadav,-4.7211,-0.3372,14,3.2687,False,-1.821562745098039,-0.13011162464985992,-0.01634516778495821,-0.0011675119846398722
8e514b4c,Abdul Samad,-4.5998,-0.3833,12,1.7321,False,-2.1144823529411765,-0.17620686274509803,-0.018973581299993374,-0.0015811317749994478
f088b960,SN Khan,-2.8758,-1.4379,2,2.8077,False,-2.4615803921568626,-1.2307901960784313,-0.022088146364566567,-0.011044073182283284
740742ef,RG Sharma,-4.1546,-0.5935,7,2.583,False,-2.7048313725490196,-0.3864044817927171,-0.024270875506928004,-0.0034672679295611433
1cb14aa4,CJ Dala,-6.6797,-0.3516,19,7.11,False,-2.744613725490196,-0.14445335397316822,-0.024627848790145297,-0.001296202567902384
844e79d1,D Brevis,-3.4305,-1.1435,3,3.2449,False,-2.809170588235294,-0.9363901960784314,-0.025207127629745387,-0.008402375876581795
b483905d,Akash Singh,-7.7891,-0.3245,24,6.8028,False,-2.818464705882353,-0.11743602941176472,-0.02529052520293529,-0.0010537718834556372
fb693839,S Ladda,-5.892,-0.491,12,4.7972,False,-3.4066823529411767,-0.2838901960784314,-0.03056869427019536,-0.0025473911891829466
6a26221c,AK Markram,-16.23,-0.2661,61,8.23,True,-3.596301960784313,-0.058955769848923166,-0.032270180707516645,-0.0005290193558609287
9fc0ef64,PJ Sangwan,-45.6501,-0.2249,203,47.8852,True,-3.6068098039215712,-0.017767535979909217,-0.03236446922961049,-0.00015943088290448518
a03bba42,T Shamsi,-28.5258,-0.2377,120,16.7244,True,-3.672623529411762,-0.030605196078431353,-0.03295502609545837,-0.00027462521746215307
1558d83b,GS Sandhu,-13.6169,-0.2837,48,12.4466,False,-3.675629411764705,-0.07657561274509801,-0.03298199834855967,-0.0006871249655949932
ae78bc32,MS Gony,-7.1601,-0.4773,15,7.5011,False,-4.05345294117647,-0.27023019607843135,-0.036372268048551815,-0.0024248178699034545
378daa89,Aman Hakim Khan,-5.3179,-0.8863,6,5.8415,False,-4.075241176470588,-0.6792068627450979,-0.03656777729608055,-0.006094629549346759
c5aef772,R Shepherd,-16.0399,-0.2814,57,14.7733,False,-4.234641176470587,-0.07429195046439627,-0.03799809845956159,-0.000666633306308098
1a2676c5,SA Abbott,-16.4672,-0.2791,59,19.8221,False,-4.247721568627449,-0.07199528082419406,-0.03811547086689278,-0.0006460249299473352
1ee08e9a,JA Richardson,-18.6628,-0.2705,69,19.6622,True,-4.372223529411764,-0.06336555839727194,-0.03923264645914304,-0.0005685890791180151
cd8d2859,DG Nalkande,-11.2074,-0.3396,33,12.2493,False,-4.372776470588235,-0.13250837789661318,-0.03923760808691509,-0.001189018426876215
650d5e49,R Powell,-5.9831,-0.8547,7,6.594,False,-4.53333137254902,-0.6476187675070028,-0.040678292366558344,-0.005811184623794049
77b1aa15,Harshit Rana,-11.309,-0.3648,31,11.1782,False,-4.888596078431371,-0.15769664769133457,-0.043866138210105356,-0.0014150367164550116
6c19c6e5,YBK Jaiswal,-5.1425,-5.1425,1,5.104,False,-4.935390196078432,-4.935390196078432,-0.044286029156134284,-0.044286029156134284
6c6591ab,PP Ojha,-7.469,-0.6224,12,7.1715,False,-4.983682352941177,-0.41530686274509804,-0.04471936224265204,-0.0037266135202210036
0f12f9df,NLTC Perera,-54.6108,-0.2285,239,45.8261,True,-5.111556862745097,-0.02138726720813848,-0.045866800245426886,-0.00019191129809802046
350bb1b1,AF Milne,-50.0708,-0.2307,217,30.2808,True,-5.127972549019603,-0.02363120990331614,-0.046014100769212904,-0.00021204654732356177
b51f72a5,SS Agarwal,-10.1879,-0.4245,24,9.2188,False,-5.217264705882354,-0.21738602941176474,-0.046815333276701364,-0.0019506388865292235
c3a96caf,Mandeep Singh,-8.0592,-0.6716,12,7.4724,False,-5.573882352941177,-0.4644901960784314,-0.05001531927330768,-0.00416794327277564
ade90de7,S Midhun,-8.8415,-0.6801,13,7.522,False,-6.149072549019608,-0.473005580693816,-0.05517659098270408,-0.004244353152515699
68c56d09,KA Jamieson,-43.4333,-0.2426,179,30.2844,True,-6.360645098039214,-0.03553433015664365,-0.05707506459923088,-0.00031885510949290996
edb3d4f8,KC Cariappa,-52.785,-0.2356,224,35.339,True,-6.392403921568622,-0.02853751750700278,-0.057360041496479136,-0.00025607161382356757
e86754b2,TK Curran,-35.0424,-0.2577,136,31.7145,True,-6.875466666666668,-0.050554901960784326,-0.061694639160236854,-0.0004536370526488004
f846de6a,MN Samuels,-10.808,-0.6004,18,8.9885,False,-7.080023529411765,-0.3933346405228758,-0.0635301599251026,-0.0035294533291723666
5b16a806,A Dananjaya,-12.9642,-0.5186,25,11.4723,False,-7.786454901960784,-0.3114581960784314,-0.06986907926452429,-0.0027947631705809717
9a158001,Azhar Mahmood,-12.167,-0.6084,20,13.6944,False,-8.024803921568626,-0.4012401960784313,-0.07200782234507669,-0.0036003911172538343
eade4650,DJ Mitchell,-11.107,-0.8544,13,10.9313,False,-8.414572549019606,-0.6472748114630467,-0.07550527728048505,-0.005808098252345004
b4f5c2d9,KL Nagarkoti,-13.8341,-0.5534,25,14.5658,False,-8.656354901960784,-0.34625419607843133,-0.07767482819872851,-0.00310699312794914
8d92a2c3,MA Wood,-14.4863,-0.5795,25,14.5848,False,-9.308554901960784,-0.3723421960784314,-0.08352712093914466,-0.0033410848375657865
12b610c2,TM Head,-19.5766,-0.4078,48,16.1158,False,-9.635329411764705,-0.2007360294117647,-0.08645931979145763,-0.0018012358289887006
249d60c9,AU Rashid,-13.7869,-0.7659,18,10.6738,False,-10.058923529411764,-0.5588290849673202,-0.09026029614777298,-0.005014460897098499
798cc28e,KM Asif,-21.656,-0.4165,52,22.0014,False,-10.88629019607843,-0.20935173453996983,-0.09768438682087269,-0.0018785459004013979
99ed60f8,JPR Scantlebury-Searles,-20.9552,-0.4657,45,24.3135,False,-11.635258823529412,-0.2585613071895425,-0.10440499961024836,-0.0023201111024499636
a9da7784,KJ Abbott,-33.9122,-0.3325,102,30.1297,True,-12.786999999999999,-0.1253627450980392,-0.11473975355979936,-0.0011248995447039154
c3d35165,JA Morkel,-35.4672,-0.3284,108,29.0455,True,-13.099341176470585,-0.12129019607843133,-0.11754243985172184,-0.00108835592455298
6f49cc6e,Shivam Sharma,-18.062,-1.0034,18,16.2398,False,-14.334023529411766,-0.796334640522876,-0.12862143796708153,-0.00714563544261564
441c72ae,P Ray Barman,-20.7875,-0.8661,24,17.3193,False,-15.816864705882354,-0.6590360294117648,-0.1419272040698858,-0.005913633502911908
0a67aec0,Akash Deep,-41.7081,-0.3505,119,39.0222,True,-17.062033333333336,-0.14337843137254905,-0.15310029716866733,-0.0012865571190644313
1647bd37,Karanveer Singh,-36.1166,-0.4151,87,26.1186,True,-18.09804705882353,-0.2080235294117647,-0.16239661057660618,-0.0018666277077770824
e84ac20c,MJ Henry,-25.5323,-0.8236,31,25.5159,False,-19.11189607843137,-0.6165127767235926,-0.17149403660746942,-0.005532065697015143
23cca426,OF Smith,-43.6835,-0.4598,95,45.1355,True,-24.00806862745098,-0.25271651186790506,-0.21542815967470683,-0.0022676648386811245
04a418e8,R Parag,-71.4946,-0.4798,149,54.5678,True,-40.63523921568628,-0.2727197262797737,-0.3646263653281723,-0.0024471568142830353
